,Comment,Speaker,Tag,word_count,negative,neutral,positive,compound
171,Dr Kricorians talk was truly very eyeopening and made me realize how lucrative a career in Data Science can be Her presentation style was extremely engaging and I was able to have several key takeaways from her talk What stood out the most to me was her message through Warren Buffets quote You cannot have a child in one month by making nine women pregnant which really aligns with my personal philosophy of We overestimate how much we can do in one year and underestimate how much we can do in 5 years I think Dr Kricorian explained the hard and soft skills required for a career in data science very eloquently When I spoke to her after class I asked her about her experience setting up a Disneyworld theme park in China She told me that during her time there she had to conduct a countrywide market research project that identified the target group for such an endeavor She explained that being a statistical consultant requires intermingling of a variety of skillsets adaptability to new environments and thinking on your feet to come up with unique solutions In a nutshell this was a very helpful talk and I hope that I am able to emulate Dr Kricorians success in the professional world by imbibing her work ethic values and quantitative skills,Kricorian,1,222,0,0.805,0.195,0.4404
172,"I found Dr Kricorians talk on Monday to be very informational and helpful in giving me a
 better understanding of how statistical consulting works in a professional setting I liked
 how Dr Kricorian talked about the different applications that her degree had at the Disney
 corporation allowing her to work on a multitude of projects which is an aspect that I want
 my future job to have I learned that you may have to think of many different ways to
 phrase questions that you want to answer especially when it comes to the client that you
 are working with Additionally I thought it was interesting how Dr Kricorian would have
 multiple meetings a day that all required a different mindset and solution it showed me
 how dynamic the work of a statistical consultant can be I also learned that you dont have
 to be the best in your field to get a job so long as youre willing to work on projects that
 may be outside of your specified area of expertise which shows teamwork and flexibility",Kricorian,1,177,0,1,0,0
173,"I learned several things from Dr Kricorians talk One of the important things I learned was the lesson on keeping patience Until I met Dr Kricorian I thought that patience only applies to the things we do in socializing such as maturity communication skills and morality However after I heard Dr Kricorians talk I realized that we also have to keep patience in statistics When we are dealing with a large data set I believe we have to keep patience and be careful with any mistakes that can potentially create wrong or bias results Just like how Warren Buffett said Sleeping would 9women doesnt shorten pregnancy period we should also keep patience when we are dealing with complicated data sets 
 
 Another thing I learned was the lesson on our lives path Until I met Dr Kricorian I only had one goal in my life which was becoming a data scientist I thought that as a statistics major student I essentially do not have any other options but to become a data scientist However after hearing Dr Kricorians talk I realized that I should be more open minded and think that any occupations that involve data can basically be a good fit for a statistics major graduate 
 
 The last lesson that heavily affected me was the part where she talked about preparing questions before we ask those questions When I heard this part of her lecture I immediately thought about the research questions I had in the past statistics classes After thinking for awhile I realized that I never cared too much about research questions In a research project the part I mostly cared about was always the data analysis and I rarely cared about questions such as why I chose this research topic why I chose this model why I chose to produce certain outcome and so on
 While it was true that I did choose a research question I also thought that I didnt have much thought process towards it Overall I heavily agree with Albert Einsteins quote saying Before we ask questions we have to prepare questions first and the next time I get research project I plan to spend more time on choosing research questions",Kricorian,1,372,0,1,0,0
174,In Mondays lecture Dr Kricorian mentioned Einsteins saying If I had only one hour to save the world I would spend fiftyfive minutes defining the problem and only five minutes finding the solution This quote is quite enlightening Before acting it is really important to think through the problem first In terms of statistical consulting we need to think the problem for the sake of our clients then ask the right question to our clients and dont trust our intuition too much because sometimes our perspective to the problem is biased,Kricorian,0,91,0,1,0,0
175,"Sometimes the questions are complicated and the answers are simple Although we may used complicated methods in our analysis we ought to find a way to explain them in the simplest way 
 I need to open my mind and pay attention to the surrounding environment basic assumptions since those might not be constant 
 Always consider the opposite to ensure the validity of my conclusions as the current solutions can be completely wrong",Kricorian,0,74,0,1,0,0
176,"I have always known that I am a rather impatient person but I had never stopped to
 consider how this quality of mine could impact my work The most valuable lessons that I
 learned from Dr Kricorians talk were actually analysis about the ways in which this
 characteristic could and has impacted my work in the past
 Dr Kricorian first talked about not jumping to conclusions and I think that this is
 something that I often find myself doing I will be very convinced about the course
 I see a question taking and I immediately jump into action Dr Kricorians talk
 helped me recognize this quality and hopefully being able to recognize this issue
 will help prevent it from occurring in the future
 The second way in which I think that my impatience impacts my work is that
 although I do listen when someone is talking and I try to digest everything they
 are saying I dont often stop to ask if I have truly grasped what they had to say
 Dr Kricorian and Professor Esfandiari highlighted the importance of draughting
 down the question you think a client has and then asking them if it truly
 encompasses everything they had to say",Kricorian,1,202,0,1,0,0
177,Relationship can be built intensionally and some relationships may make unexpected contribution to your future careers and life The process of analyzing the problem and seeking for good questions is more important from getting the answer Because thinking about questions help statistic consultants know better about the clients request and needs It is normal that newly graduated students do not possess all the techniques that required for a job However the ability to learn communication skills and team working ability matters a lot during recruiting,Kricorian,0,85,0,1,0,0
178,I learned that it is important not to jump to conclusions after hearing a few words from the client it is important to constantly check with them to make sure we are on the same page In order to solve problems creatively I should question my initial assumptions and consider the situation from the opposite perspective Finally I should rely on my intuition and feelings when the situation seems strange,Kricorian,0,70,0,0.886,0.114,0.2023
179,"Dr Kricorians presentation today taught me a lot about what it is actually like to be a consultant
 in the real world It is important to have an open mind and a great attitude Being easy to work
 with and being open to doing different tasks goes a long way It is also often most important to
 know the actual question that is wanted versus what is verbally being asked for Lastly it is
 important to know if the question that should be answered can even be answered with the given
 data",Kricorian,0,92,0,1,0,0
180,"Dr Kricorians talk was quite informative and opened my mind up to new considerations
 regarding what it takes to be a successful statistical consultant The first of these things I
 learned is the importance of opening your mind up by experiencing new things and
 perspectives Another interesting point Dr Kricorian made was how being flexible in the work
 you are willing to perform makes you more valuable as an employee Finally she mentioned the
 value in taking a step back and looking at your work from a different point of view instead of
 trying to make a new consulting problem fit the mold of typical problem",Kricorian,0,106,0,1,0,0
181,"I gained quite a few insightful nuggets from Dr Kricorians talk Perhaps the most insightful
 piece of advice she imparted to us was her answer to my question about presenting results to
 businesspeople who might have inherent beliefs that contradict the said results I found it
 fascinating that she molds stakeholders understanding of the problem such that her answer
 begins to make sense to them I ran into this dilemma this summer at my internship when some
 marketing executives did not agree with a few key points I made in a presentation I found that I
 had inadvertently done what Dr Kricorian suggested albeit in a clumsy manner I slowly talked
 out their disagreements of my points and built up my case according to their grievances so that
 they understood why I concluded what I did It was great to hear Dr Kricorian a very
 accomplished industry professional confirm this method as I now know that I was on the right
 track and that I can practice to strengthen this specific branch of statistical communication in
 my aspirations of becoming a great data scientist",Kricorian,1,184,0,0.809,0.191,0.3818
182,our statists class had the honor to host an awesome guest speaker Dr Karen Krikorian and it was an educational experience to listen to her wise suggestions and advices Karen generously shared her work experience and career philosophy as the director of research at the Walt Disney Company The first important insight I got from Dr Krikorian was the idea of thinking in the opposite side She pointed out the importance of thinking about the contrary idea in order to strengthen her own side of view I am not really good at empathy and I think this is an important skill I am missing Most of time when I hold a different view against others I would try my best to persuade others to agree with my with all kind of ways Although my method may work sometimes but it clearly is not a longterm optimal solution for collaborations I think I should put myself in others shoes more and think in the opposite more in the future The second interesting thing Karen shared is thinking about the questions more than the answers I really liked the quote of Einstein If I had an hour to solve a problem and my life depended on the solution I would spend the first 55 minutes determining the proper question to ask for once I know the proper question I could solve the problem in less than five minutes I remember when our team did the final project for stats 140 We were given a big dataset and we have to pick a research direction by ourselves Without forming a clear question we were desperately searching for the answer and running a lot of models and regressions We were stuck in a dilemma that we couldnt find a clear direction A few days later we realized that we need to determine the proper question first then do all the modeling and answering In the end we sat down and found out the rudimentary question and had a success for that project Last but not least Dr Krikorian emphasized that we need to do our own job to achieve something bigger She posted a picture of a group of builder constructing a building Builders are doing there own job and they have to do their jobs perfectly on their own to construct the skyhigh building However I cant fully agree with this idea I think everyone should have a big picture in their mind so that he understands the reason of what he does Of course its important to do our own jobs and do it well but the big picture would also give us opportunity to think about the connections with others and collaborate in a better and more efficient way I would say this idea is really job dependent For some jobs it is important to follow the order and focus on everyones own job and for some jobs it requires more communication and collaborations and doing those things you dont have to is of value,Kricorian,1,504,0.194,0.647,0.159,-0.1779
183,What I learned from Dr Kricorians talk is that instead of rushing to the solution we should really slow down and try to understand the problem and situation as thorough as possible Also we should do our best to try every thing and help everyone because we never know what is going to happen and where we are going to end up with,Kricorian,0,63,0,1,0,0
184,"It is my responsibility to discover the career path that I am passionate about and a job I want to wake up to every morning It is a crime to be in this position that someone else couldve taken and not do what I can achieve with this opportunity 
 
 We should spend the majority of time figuring out the right question to ask and not jump to solutions 
 
 We want to use the simplest tool to answer a question no matter how much wed like to have an opportunity to apply our complex models",Kricorian,0,98,0,1,0,0
185,"When meeting an emergency or difficult we should keep calm Thus we can think the
 question clearly
 It is important to open up our mind
 Not always think about a question in a single way We can try to think of it in an opposite
 way",Kricorian,0,46,0.317,0.683,0,-0.6249
186,"When we decide our future plan we should listen to our feeling and choose the way that fit us best
 When doing the consulting jobs the question is more important than the answer and we should spent most our time considering the questions we ask When the question is right the answer is easy to figure out
 We should learn to be patience and calm down when necessary We should take the information and not let the emotion control us
 We should open our mind and consider our opposite
 When you are the smartest people in the room it is time to leave",Kricorian,0,103,0,1,0,0
187,Dr Kricorians presentation was full of good advice I found it interesting how much more important personablesoft skills are in the workplace than being the most technically skilled worker I also found it helpful to hear advice on how to use anxiety and feelings of stupidity to improve yourself cause that is when youre being challenged I also thought it was most helpful to hear that one should look for a job where youre actually happy over the best job so you can be your best,Kricorian,0,86,0.228,0.611,0.161,-0.296
188,"The map is not the territory This was her final point and although its something I had heard before I didnt fully think through how important it is to distinguish the model from reality Before I had often fallen into the trap of focusing solely on the model and how to improve it instead of taking a step back and remembering what Im trying to predict in the first place
 Dont limit yourself Dr Kricorian talked at length about how graduate school can narrow your mind to a certain extent and how you need to keep yourself open to all sorts of new ideas This was particularly helpful for me to consider since I am thinking about graduate school
 Consider the opposite This is something I didnt think about too deeply before since I usually just try to get my work done However Dr Kricorians words have encouraged me to be more careful in what conclusions I reach and to not get stuck in the details either",Kricorian,1,167,0,1,0,0
189,"From Dr Kricorians talk I was reminded of the importance of professionalism making
 connections and listening to your anxieties Dr Kricorians points about working with others and staying professional reminded me about the importance of it I think because for students professionalism is not as important as it is in industry I often forget about it But its a good idea to practice that now while working in teams In terms of making connections Dr Kricorian reminded me that being willing to help people without immediate gratification can be a very good way of making connections This will remind me to help others when I can and to be willing to learn new things while doing so One of the most important pieces of advice I got from Dr Kricorians talk was that I should listen to my anxieties and take them as possible signs that a
 career change might be a good idea Or at the very least changing roles in some way",Kricorian,1,164,0,1,0,0
190,"Something I learned from Dr Kricorians talk was the importance of developing positive
 relationships with other people and working well with them as a team This was an interesting
 point because I always think about the importance of growing my technical skills but
 interpersonal skills are just as important I also appreciated how Dr Kricorian talked about
 making sure that you understand the clients question well before jumping in Initially
 understanding the clients question sounds simple but now I know that we need to question our own assumptions about the question and make sure we fully understand it If we dont do this we could waste time or even end up doing a correct analysis that does not actually answer the clients question Finally I liked Dr Kricorians advice about what to do when a client is not
 convinced by your analysis While ones first reaction might be to be defensive a better approach is to change the clients perspective and beliefs about the problem through questioning to help them understand your approach",Kricorian,1,173,0,1,0,0
191,"Keep the connections for potential chances in the future in the business world 
 Water around the fish  pay attention to the assumptions They may be unnoticeable yet they are essential for the existence of the problem 
 Spent enough time to understand the question before you jump into the solutions Its important to work on the right problem either for the clients or in our own problem solving 
 Even as a PhD Dr Kricorian need to learn the new concepts to be a consultant for Disney theme parks On the other hand you are never fully prepared for a job or an interview so we should take the courage to explore in an unfamiliar world and keep learning even after college",Kricorian,0,124,0,0.87,0.13,0.2023
192,"The most memorable idea from Dr Kricorian is that she said there is always a perfect job for everyone and we should keep looking for that position She mentioned that she used to be very passionate about her job but when the passion fades she realized the job was better for another candidate 
 Furthermore she encouraged us to think more She used Einsteins example to show that we should find the right question to ask than finding the answer in the first place",Kricorian,0,84,0,1,0,0
193,"From Dr Kricorians talk on Monday I realize that to be a good Statistician andor Statistical
 consultant it is important for us to be a good team player a good listener as well as to nurture our soft skills We need to be a good team player so that we know how to combine peoples talents in solving challenges We need to be a good listener so that when clients come we know how to correctly understand their questions and come up with the right solutions We need to nurture many different soft skills such as communication and public speaking skills as these skills are often more frequently used in the workplace than knowledge from books As Dr Kricorian said hard skills are extremely important but we also need to pay attention to strengthening the soft ones as we will be interacting with people when we go to the workplace",Kricorian,1,150,0,1,0,0
194,"From Dr Kricorians talk I understand the importance of teamwork To achieve a business goal
 work from multiple people is required and it is important for the team members to communicate
 with each other so that each member has a clear understanding of the overall task Moreover I
 understand that it is not always a good idea to trust ones intuition it is important to question the
 intuition and take a logical approach to determine how to analyze the data It is also important to
 try new models in statistics since it is a fastchanging field",Kricorian,0,96,0,1,0,0
195,"Many times coming up with a question is more important than getting the answer 
 In statistical consulting make sure the assumption of the question is met before doing analysis 
 Its okay to feel anxious about the work you currently do Face the anxiety",Kricorian,0,45,0,1,0,0
196,"It is important to keep a positive and embracing attitude towards work and colleagues
 Find your enthusiasm and do not hesitate to move forward if the interest is gone
 Developing the right question is always helpful in looking for answers
 Do not oversolve problems but to find the simplest answer",Kricorian,0,50,0,0.671,0.329,0.6597
197,"Always hold a positive attitude to learn new things Dr Kricorian has learned to write games which she had never tried before
 Be easy to get alone with Those without cooperation skills are more likely to be fired
 Put in more efforts to formulate the question correctly so that we are more likely to find the proper answer",Kricorian,0,58,0,0.769,0.231,0.5574
198,"From Dr Kricorians talk I learned that we should not let an opportunity passed by If we
 got a chance for the future career we should definitely give a try instead of let it go We need to
 be confident for the rest of our future career Also we need to do our best to help others The
 reason is that we would never know who would help us in the future In order to get a broad
 network with people work in industry we need to help others to get a good relationship with
 them",Kricorian,0,96,0,1,0,0
199,"We should always think about the opposite side of a problem 
 Before attempting to build models or start analyses we need to make sure that our assumptions are correct 
 What one wants to do at first might not be what the person ends up with doing We should not be afraid of adjusting our goals and plans according to what actually happens",Kricorian,0,64,0,1,0,0
200,"Sometimes we tend to ignore what we are too close to or familiar with and that will block us from seeing pieces of facts or truths
 When we first start our career we may dont understand what the contribution of our tasks are But Is important to keep in mind that everyones efforts are important to the development of the company One small task still weighs in a larger project We all have moments where we lost direction in life or find our work boring then we should remind ourselves why we started it in the first place and appreciate the opportunity that we have",Kricorian,0,105,0.152,0.848,0,-0.3612
201,"Here are the three strategies I learned from Dr Kricorians talk First of all always know about the question and always spend time on analyzing the question before answering it It will save much time Secondly the study mode during the graduate and phd program is quite different from that during undergraduate Students are required to learn from the teacher during the undergraduate program However during the graduate or phd program students are required to learn by themselves Finally I have learned that we should be patient about things even though it is in emergency
 What did I learn from Dr kricorian s talk 
 I  Understand the meaning of question first instead of eagering to solve the problem  Try to use my own words to ask clients if thats what they want because sometimes clients may sent me the wrong message 
 2 Feel confident about myself I need to feel confident and dare to try new things when I get chances to learn something I am not familiar with  And its
 never too late to learn 
 3  Communication is very important Try to keep a good relationship with my coworkers  and treat every meeting as a job interview",Kricorian,1,206,0,1,0,0
202,It was so nice to have Dr Kricorian as our speaker I learned that we need to be open minded in life With opening mindset we can see more opportunities and possibilities Another thing that was impressive to me was dont be the smartest person in the room I got why she said that Because when you think you are the smartest person you dont get improvement One of the things she talked about the most was that do what you like to do like other people saying Every time when I hear people saying this it reminds me that I am not the one who only cares about doing what is enjoyable to ourselves This makes me feel like I am doing what is right and not stupid,Kricorian,1,129,0,0.806,0.194,0.5598
203,I learned that patience is very essential in statistical consulting Sometimes since we had done so much in learning statistics it is very likely to jump to conclusion However its not always true that our instinct is giving the right answer We should be patient and think out of box Sometimes we also need to think of the opposite Its a common tendency that people think only from their standpoint In order to get better view of the situation and be prepared for all risk we should consider the perspective of the opponent,Kricorian,1,93,0,1,0,0
204,The talk from Dr Kricorian gives me lots of inspiration I learned that we should try answer complex questions with simple answers From the goldfish example I learned that sometimes we need to question the basic assumptions The watermelon example encouraged me to think out of the box In addition it is very important to know our own biases so we will know what errors we may make in work,Kricorian,1,70,0,1,0,0
